01.10.2023;22.43.21.141149/<class 'UnicodeDecodeError'>01.10.2023;22.43.21.707422/@TARS_TLM:14.98;41.00;822.00;10;42.842842;-2.668064;113.00;45.00;14.98;41.00;822.00;10
01.10.2023;22.43.21.774312/@TARS_TLM:14.96;78.00;929.00;110;42.842850;-2.668061;74.00;53.00;14.96;78.00;929.00;110
01.10.2023;22.43.21.818080/@TARS_TLM:14.94;5.00;903.00;100;42.842854;-2.668057;91.00;83.00;14.94;5.00;903.00;100
01.10.2023;22.43.21.873349/@TARS_TLM:14.92;79.00;1061.00;110;42.842861;-2.668050;16.00;151.00;14.92;79.00;1061.00;110
01.10.2023;22.43.21.941499/@TARS_TLM:14.92;81.00;1080.00;1;42.842865;-2.668040;61.00;201.00;14.92;81.00;1080.00;1
01.10.2023;22.43.21.993284/@TARS_TLM:14.91;74.00;800.00;0;42.842873;-2.668034;170.00;220.00;14.91;74.00;800.00;0
01.10.2023;22.43.22.039012/@TARS_TLM:14.89;77.00;834.00;10;42.842876;-2.668025;40.00;249.00;14.89;77.00;834.00;10
01.10.2023;22.43.22.098398/@TARS_TLM:14.87;88.00;959.00;110;42.842880;-2.668022;145.00;269.00;14.87;88.00;959.00;110
01.10.2023;22.43.22.156193/@TARS_TLM:14.86;5.00;1050.00;0;42.842888;-2.668013;199.00;298.00;14.86;5.00;1050.00;0
01.10.2023;22.43.22.204448/@TARS_TLM:14.84;63.00;1028.00;0;42.842892;-2.668009;39.00;354.00;14.84;63.00;1028.00;0
01.10.2023;22.43.22.267537/@TARS_TLM:14.82;87.00;1123.00;0;42.842896;-2.668001;155.00;380.00;14.82;87.00;1123.00;0
01.10.2023;22.43.22.316680/@TARS_TLM:14.80;64.00;909.00;100;42.842899;-2.667995;67.00;393.00;14.80;64.00;909.00;100
01.10.2023;22.43.22.371231/@TARS_TLM:14.78;67.00;978.00;100;42.842903;-2.667993;69.00;405.00;14.78;67.00;978.00;100
01.10.2023;22.43.22.426653/@TARS_TLM:14.76;10.00;1164.00;100;42.842911;-2.667988;144.00;415.00;14.76;10.00;1164.00;100
01.10.2023;22.43.22.484494/@TARS_TLM:14.74;65.00;1191.00;11;42.842918;-2.667985;163.00;474.00;14.74;65.00;1191.00;11
01.10.2023;22.43.22.545943/@TARS_TLM:14.73;4.00;1050.00;101;42.842926;-2.667979;57.00;488.00;14.73;4.00;1050.00;101
01.10.2023;22.43.22.599822/@TARS_TLM:14.73;59.00;836.00;101;42.842934;-2.667976;151.00;546.00;14.73;59.00;836.00;101
01.10.2023;22.43.22.652108/@TARS_TLM:14.73;95.00;1026.00;110;42.842937;-2.667975;45.00;555.00;14.73;95.00;1026.00;110
01.10.2023;22.43.22.713413/@TARS_TLM:14.72;73.00;1114.00;100;42.842949;-2.667969;118.00;578.00;14.72;73.00;1114.00;100
01.10.2023;22.43.22.760687/@TARS_TLM:14.72;1.00;1156.00;11;42.842953;-2.667959;167.00;624.00;14.72;1.00;1156.00;11
01.10.2023;22.43.22.814975/@TARS_TLM:14.70;59.00;861.00;1;42.842953;-2.667950;16.00;675.00;14.70;59.00;861.00;1
01.10.2023;22.43.22.869556/@TARS_TLM:14.69;100.00;1177.00;110;42.842957;-2.667946;9.00;680.00;14.69;100.00;1177.00;110
01.10.2023;22.43.22.926441/@TARS_TLM:14.69;91.00;805.00;101;42.842964;-2.667940;43.00;703.00;14.69;91.00;805.00;101
01.10.2023;22.43.22.988963/@TARS_TLM:14.67;9.00;861.00;10;42.842972;-2.667936;196.00;768.00;14.67;9.00;861.00;10
01.10.2023;22.43.23.035195/@TARS_TLM:14.67;35.00;811.00;1;42.842976;-2.667933;32.00;838.00;14.67;35.00;811.00;1
01.10.2023;22.43.23.091354/@TARS_TLM:14.65;85.00;1154.00;1;42.842983;-2.667929;162.00;870.00;14.65;85.00;1154.00;1
01.10.2023;22.43.23.145537/@TARS_TLM:14.65;35.00;942.00;0;42.842991;-2.667923;188.00;913.00;14.65;35.00;942.00;0
01.10.2023;22.43.23.201830/@TARS_TLM:14.65;21.00;853.00;101;42.842999;-2.667917;104.00;939.00;14.65;21.00;853.00;101
01.10.2023;22.43.23.263220/@TARS_TLM:14.63;29.00;992.00;1;42.843002;-2.667911;187.00;942.00;14.63;29.00;992.00;1
01.10.2023;22.43.23.312355/@TARS_TLM:14.61;49.00;1151.00;110;42.843014;-2.667902;102.00;986.00;14.61;49.00;1151.00;110
01.10.2023;22.43.23.368725/@TARS_TLM:14.60;51.00;984.00;10;42.843021;-2.667898;34.00;1003.00;14.60;51.00;984.00;10
01.10.2023;22.43.23.422903/@TARS_TLM:14.60;73.00;1178.00;1;42.843029;-2.667889;152.00;1065.00;14.60;73.00;1178.00;1
01.10.2023;22.43.23.486124/@TARS_TLM:14.60;65.00;1104.00;0;42.843033;-2.667879;61.00;1075.00;14.60;65.00;1104.00;0
01.10.2023;22.43.23.533318/@TARS_TLM:14.60;95.00;864.00;11;42.843033;-2.667871;159.00;1143.00;14.60;95.00;864.00;11
01.10.2023;22.43.23.596472/@TARS_TLM:14.60;50.00;925.00;101;42.843040;-2.667862;90.00;1144.00;14.60;50.00;925.00;101
01.10.2023;22.43.23.644561/@TARS_TLM:14.60;99.00;810.00;110;42.843048;-2.667857;29.00;1193.00;14.60;99.00;810.00;110
01.10.2023;22.43.23.705403/@TARS_TLM:14.60;73.00;848.00;11;42.843060;-2.667853;94.00;1261.00;14.60;73.00;848.00;11
01.10.2023;22.43.23.761677/@TARS_TLM:14.58;17.00;1007.00;1;42.843067;-2.667849;10.00;1292.00;14.58;17.00;1007.00;1
01.10.2023;22.43.23.810789/@TARS_TLM:14.58;47.00;802.00;101;42.843075;-2.667842;2.00;1308.00;14.58;47.00;802.00;101
